Ensembl Gene ID	Ensembl Transcript ID	Description
ENSONIG00000011091	ENSONIT00000013972	junctophilin 3 [Source:ZFIN;Acc:ZDB-GENE-060503-415]
ENSONIG00000011092	ENSONIT00000013973	Mab-21 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1227]
ENSONIG00000011093	ENSONIT00000013974	chromosome 11 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:25569]
ENSONIG00000011094	ENSONIT00000013975	zinc finger, CCHC domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-060503-319]
ENSONIG00000011095	ENSONIT00000013976	golgi autoantigen, golgin subfamily a, 3 [Source:ZFIN;Acc:ZDB-GENE-060526-252]
ENSONIG00000011095	ENSONIT00000013977	golgi autoantigen, golgin subfamily a, 3 [Source:ZFIN;Acc:ZDB-GENE-060526-252]
ENSONIG00000011096	ENSONIT00000013978	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:ZFIN;Acc:ZDB-GENE-040704-72]
ENSONIG00000011097	ENSONIT00000013979	DIX domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030721-2]
ENSONIG00000011097	ENSONIT00000013980	DIX domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030721-2]
ENSONIG00000011098	ENSONIT00000013981	PIH1 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-041212-54]
ENSONIG00000011099	ENSONIT00000013982	trafficking protein particle complex 13 [Source:ZFIN;Acc:ZDB-GENE-030131-9775]
ENSONIG00000011100	ENSONIT00000013983	transmembrane protease, serine 5 [Source:HGNC Symbol;Acc:HGNC:14908]
ENSONIG00000011101	ENSONIT00000013984	microtubule-associated protein 1 light chain 3 beta [Source:ZFIN;Acc:ZDB-GENE-030131-1145]
ENSONIG00000011102	ENSONIT00000013985	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030131-3522]
ENSONIG00000011102	ENSONIT00000013986	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030131-3522]
ENSONIG00000011103	ENSONIT00000013987	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000013977}  [Source:UniProtKB/TrEMBL;Acc:I3JYN2]
ENSONIG00000011104	ENSONIT00000013988	de-etiolated homolog 1 (Arabidopsis) [Source:ZFIN;Acc:ZDB-GENE-030131-2809]
ENSONIG00000011105	ENSONIT00000013989	tumor necrosis factor receptor superfamily, member a [Source:ZFIN;Acc:ZDB-GENE-010802-1]
ENSONIG00000011106	ENSONIT00000013990	neural cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-010822-2]
ENSONIG00000011107	ENSONIT00000013991	RAN binding protein 10 [Source:ZFIN;Acc:ZDB-GENE-070705-86]
ENSONIG00000011108	ENSONIT00000013992	unc-5 homolog Da (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-080908-2]
ENSONIG00000011109	ENSONIT00000013993	fibrosin-like 1 [Source:ZFIN;Acc:ZDB-GENE-070705-487]
ENSONIG00000011110	ENSONIT00000013994	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]
ENSONIG00000011111	ENSONIT00000013995	nuclear transport factor 2 [Source:ZFIN;Acc:ZDB-GENE-041010-77]
ENSONIG00000011112	ENSONIT00000013996	cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-080327-34]
ENSONIG00000011112	ENSONIT00000013997	cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-080327-34]
ENSONIG00000011113	ENSONIT00000013998	enhancer of mRNA decapping 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5032]
ENSONIG00000011113	ENSONIT00000013999	enhancer of mRNA decapping 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5032]
ENSONIG00000011114	ENSONIT00000014000	ATPase family, AAA domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030616-593]
ENSONIG00000011115	ENSONIT00000014001	rhotekin 2b [Source:ZFIN;Acc:ZDB-GENE-040912-64]
ENSONIG00000011115	ENSONIT00000014002	rhotekin 2b [Source:ZFIN;Acc:ZDB-GENE-040912-64]
ENSONIG00000011116	ENSONIT00000014003	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000013995}  [Source:UniProtKB/TrEMBL;Acc:I3JYQ0]
ENSONIG00000011116	ENSONIT00000014004	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000013995}  [Source:UniProtKB/TrEMBL;Acc:I3JYQ0]
ENSONIG00000011116	ENSONIT00000014005	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000013995}  [Source:UniProtKB/TrEMBL;Acc:I3JYQ0]
ENSONIG00000011117	ENSONIT00000014006	protein serine kinase H1 [Source:ZFIN;Acc:ZDB-GENE-050119-1]
ENSONIG00000011118	ENSONIT00000014007	membrane-bound transcription factor protease, site 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4909]
ENSONIG00000011119	ENSONIT00000014008	disabled homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040303-1]
ENSONIG00000011119	ENSONIT00000014009	disabled homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040303-1]
ENSONIG00000011120	ENSONIT00000014010	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014000}  [Source:UniProtKB/TrEMBL;Acc:I3JYQ5]
ENSONIG00000011120	ENSONIT00000014011	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014000}  [Source:UniProtKB/TrEMBL;Acc:I3JYQ5]
ENSONIG00000011121	ENSONIT00000014012	piwi-like 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060526-345]
ENSONIG00000011122	ENSONIT00000014013	immunoglobulin superfamily, member 9Ba [Source:ZFIN;Acc:ZDB-GENE-060503-729]
ENSONIG00000011122	ENSONIT00000014014	immunoglobulin superfamily, member 9Ba [Source:ZFIN;Acc:ZDB-GENE-060503-729]
ENSONIG00000011123	ENSONIT00000014015	complement component 9 [Source:ZFIN;Acc:ZDB-GENE-050522-442]
ENSONIG00000011123	ENSONIT00000014016	complement component 9 [Source:ZFIN;Acc:ZDB-GENE-050522-442]
ENSONIG00000011124	ENSONIT00000014017	junctional adhesion molecule 3a [Source:ZFIN;Acc:ZDB-GENE-070424-177]
ENSONIG00000011125	ENSONIT00000014018	solute carrier family 38, member 8 [Source:HGNC Symbol;Acc:HGNC:32434]
ENSONIG00000011126	ENSONIT00000014019	fructose-1,6-bisphosphatase 1b [Source:ZFIN;Acc:ZDB-GENE-021206-11]
ENSONIG00000011127	ENSONIT00000014020	vacuolar protein sorting 26 homolog B [Source:ZFIN;Acc:ZDB-GENE-040426-2699]
ENSONIG00000011128	ENSONIT00000014021	N-terminal EF-hand calcium binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050706-167]
ENSONIG00000011129	ENSONIT00000014022	thymocyte nuclear protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1585]
ENSONIG00000011130	ENSONIT00000014023	si:dkey-226m8.9 [Source:ZFIN;Acc:ZDB-GENE-060526-260]
ENSONIG00000011130	ENSONIT00000014024	si:dkey-226m8.9 [Source:ZFIN;Acc:ZDB-GENE-060526-260]
ENSONIG00000011131	ENSONIT00000014025	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:ZFIN;Acc:ZDB-GENE-030131-7450]
ENSONIG00000011131	ENSONIT00000014026	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:ZFIN;Acc:ZDB-GENE-030131-7450]
ENSONIG00000011132	ENSONIT00000014027	HYDIN, axonemal central pair apparatus protein [Source:ZFIN;Acc:ZDB-GENE-050419-219]
ENSONIG00000011133	ENSONIT00000014028	acyl-Coenzyme A dehydrogenase family, member 8 [Source:ZFIN;Acc:ZDB-GENE-040426-828]
ENSONIG00000011134	ENSONIT00000014029	purine nucleoside phosphorylase 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1800]
ENSONIG00000011135	ENSONIT00000014030	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014020}  [Source:UniProtKB/TrEMBL;Acc:I3JYS5]
ENSONIG00000011136	ENSONIT00000014031	neuropeptide FF receptor 2.2 [Source:ZFIN;Acc:ZDB-GENE-070705-159]
ENSONIG00000011137	ENSONIT00000014032	endothelial cell adhesion molecule b [Source:ZFIN;Acc:ZDB-GENE-090916-1]
ENSONIG00000011137	ENSONIT00000014033	endothelial cell adhesion molecule b [Source:ZFIN;Acc:ZDB-GENE-090916-1]
ENSONIG00000011138	ENSONIT00000014034	solute carrier family 4, sodium bicarbonate cotransporter, member 4b [Source:ZFIN;Acc:ZDB-GENE-091030-1]
ENSONIG00000011138	ENSONIT00000014035	solute carrier family 4, sodium bicarbonate cotransporter, member 4b [Source:ZFIN;Acc:ZDB-GENE-091030-1]
ENSONIG00000011139	ENSONIT00000014036	calbindin 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1677]
ENSONIG00000011140	ENSONIT00000014037	roundabout, axon guidance receptor, homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:13433]
ENSONIG00000011140	ENSONIT00000014038	roundabout, axon guidance receptor, homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:13433]
ENSONIG00000011141	ENSONIT00000014039	iduronidase, alpha-L- [Source:ZFIN;Acc:ZDB-GENE-060526-29]
ENSONIG00000011141	ENSONIT00000014040	iduronidase, alpha-L- [Source:ZFIN;Acc:ZDB-GENE-060526-29]
ENSONIG00000011142	ENSONIT00000014041	si:dkey-12e7.4 [Source:ZFIN;Acc:ZDB-GENE-050419-83]
ENSONIG00000011143	ENSONIT00000014042	lens intrinsic membrane protein 2.3 [Source:ZFIN;Acc:ZDB-GENE-040718-327]
ENSONIG00000011144	ENSONIT00000014043	heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:5241]
ENSONIG00000011145	ENSONIT00000014044	myosin, heavy polypeptide 2, fast muscle specific [Source:ZFIN;Acc:ZDB-GENE-020604-1]
ENSONIG00000011146	ENSONIT00000014045	deoxycytidine kinase [Source:ZFIN;Acc:ZDB-GENE-041024-3]
ENSONIG00000011147	ENSONIT00000014046	si:ch73-261i21.5 [Source:ZFIN;Acc:ZDB-GENE-110411-258]
ENSONIG00000011148	ENSONIT00000014047	retinol binding protein 4, like [Source:ZFIN;Acc:ZDB-GENE-030131-7591]
ENSONIG00000011149	ENSONIT00000014048	synaptotagmin-like 2b [Source:ZFIN;Acc:ZDB-GENE-121214-363]
ENSONIG00000011150	ENSONIT00000014049	MOB kinase activator 1Bb [Source:ZFIN;Acc:ZDB-GENE-050522-58]
ENSONIG00000011151	ENSONIT00000014050	transportin 1 [Source:ZFIN;Acc:ZDB-GENE-080819-1]
ENSONIG00000011152	ENSONIT00000014051	phosphatidylinositol binding clathrin assembly protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6795]
ENSONIG00000011153	ENSONIT00000014052	potassium channel, subfamily V, member 2a [Source:ZFIN;Acc:ZDB-GENE-091117-27]
ENSONIG00000011154	ENSONIT00000014053	transmembrane protein 150A [Source:ZFIN;Acc:ZDB-GENE-060825-321]
ENSONIG00000011154	ENSONIT00000014054	transmembrane protein 150A [Source:ZFIN;Acc:ZDB-GENE-060825-321]
ENSONIG00000011155	ENSONIT00000014055	ring finger protein 181 [Source:ZFIN;Acc:ZDB-GENE-040426-1024]
ENSONIG00000011156	ENSONIT00000014056	zona pellucida-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-121214-104]
ENSONIG00000011157	ENSONIT00000014057	paxillin [Source:HGNC Symbol;Acc:HGNC:9718]
ENSONIG00000011158	ENSONIT00000014058	activated leukocyte cell adhesion molecule b [Source:ZFIN;Acc:ZDB-GENE-030131-1768]
ENSONIG00000011159	ENSONIT00000014059	NLR family, CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
ENSONIG00000011159	ENSONIT00000014060	NLR family, CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
ENSONIG00000011160	ENSONIT00000014061	FCH domain only 2 [Source:ZFIN;Acc:ZDB-GENE-050522-228]
ENSONIG00000011161	ENSONIT00000014062	cytosolic thiouridylase subunit 1 homolog (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-704]
ENSONIG00000011162	ENSONIT00000014063	crystallin, beta B2 [Source:ZFIN;Acc:ZDB-GENE-060130-1]
ENSONIG00000011163	ENSONIT00000014064	crystallin, beta B3 [Source:HGNC Symbol;Acc:HGNC:2400]
ENSONIG00000011164	ENSONIT00000014065	copine II [Source:ZFIN;Acc:ZDB-GENE-030131-7896]
ENSONIG00000011165	ENSONIT00000014066	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A, b [Source:ZFIN;Acc:ZDB-GENE-030131-5677]
ENSONIG00000011166	ENSONIT00000014067	basic transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8731]
ENSONIG00000011167	ENSONIT00000014068	ring finger protein 10 [Source:ZFIN;Acc:ZDB-GENE-030131-2969]
ENSONIG00000011168	ENSONIT00000014069	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) b [Source:ZFIN;Acc:ZDB-GENE-040718-429]
ENSONIG00000011169	ENSONIT00000014070	microtubule-associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]
ENSONIG00000011169	ENSONIT00000014071	microtubule-associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]
ENSONIG00000011170	ENSONIT00000014072	zgc:112083 [Source:ZFIN;Acc:ZDB-GENE-050417-284]
ENSONIG00000011171	ENSONIT00000014073	ankyrin repeat, family A (RFXANK-like), 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2141]
ENSONIG00000011172	ENSONIT00000014074	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050320-123]
ENSONIG00000011173	ENSONIT00000014075	mediator complex subunit 13b [Source:ZFIN;Acc:ZDB-GENE-030131-3529]
ENSONIG00000011174	ENSONIT00000014076	unc-119 homolog 1 [Source:ZFIN;Acc:ZDB-GENE-030219-130]
ENSONIG00000011175	ENSONIT00000014077	Rho guanine nucleotide exchange factor (GEF) 28 [Source:ZFIN;Acc:ZDB-GENE-060531-28]
ENSONIG00000011176	ENSONIT00000014078	chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25719]
ENSONIG00000011177	ENSONIT00000014079	hexosaminidase B (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-030131-2333]
ENSONIG00000011177	ENSONIT00000014080	hexosaminidase B (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-030131-2333]
ENSONIG00000011178	ENSONIT00000014081	HNF1 homeobox a [Source:ZFIN;Acc:ZDB-GENE-021206-12]
ENSONIG00000011178	ENSONIT00000014082	HNF1 homeobox a [Source:ZFIN;Acc:ZDB-GENE-021206-12]
ENSONIG00000011179	ENSONIT00000014083	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]
ENSONIG00000011180	ENSONIT00000014084	family with sequence similarity 192, member A [Source:ZFIN;Acc:ZDB-GENE-030131-6692]
ENSONIG00000011181	ENSONIT00000014085	phospholipase C, eta 1 [Source:ZFIN;Acc:ZDB-GENE-060503-398]
ENSONIG00000011182	ENSONIT00000014086	musashi homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050320-86]
ENSONIG00000011182	ENSONIT00000014087	musashi homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050320-86]
ENSONIG00000011183	ENSONIT00000014088	G elongation factor, mitochondrial 2 [Source:ZFIN;Acc:ZDB-GENE-060201-3]
ENSONIG00000011184	ENSONIT00000014089	exosome component 6 [Source:ZFIN;Acc:ZDB-GENE-050522-362]
ENSONIG00000011185	ENSONIT00000014090	alanyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-3663]
ENSONIG00000011186	ENSONIT00000014091	si:ch211-203b20.7 [Source:ZFIN;Acc:ZDB-GENE-060503-302]
ENSONIG00000011187	ENSONIT00000014092	si:ch211-203b20.7 [Source:ZFIN;Acc:ZDB-GENE-060503-302]
ENSONIG00000011188	ENSONIT00000014093	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]
ENSONIG00000011189	ENSONIT00000014094	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014084}  [Source:UniProtKB/TrEMBL;Acc:I3JYY9]
ENSONIG00000011190	ENSONIT00000014095	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014085}  [Source:UniProtKB/TrEMBL;Acc:I3JYZ0]
ENSONIG00000011191	ENSONIT00000014096	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-050419-181]
ENSONIG00000011192	ENSONIT00000014097	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014087}  [Source:UniProtKB/TrEMBL;Acc:I3JYZ2]
ENSONIG00000011193	ENSONIT00000014098	torsin family 1 [Source:ZFIN;Acc:ZDB-GENE-080917-50]
ENSONIG00000011194	ENSONIT00000014099	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]
ENSONIG00000011195	ENSONIT00000014100	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014090}  [Source:UniProtKB/TrEMBL;Acc:I3JYZ5]
ENSONIG00000011196	ENSONIT00000014101	protein kinase, AMP-activated, beta 1 non-catalytic subunit, b [Source:ZFIN;Acc:ZDB-GENE-030131-7172]
ENSONIG00000011197	ENSONIT00000014102	EGF-like-domain, multiple 7 [Source:ZFIN;Acc:ZDB-GENE-040429-2]
ENSONIG00000011198	ENSONIT00000014103	splicing factor 3b, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2901]
ENSONIG00000011199	ENSONIT00000014104	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014094}  [Source:UniProtKB/TrEMBL;Acc:I3JYZ9]
ENSONIG00000011200	ENSONIT00000014105	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014095}  [Source:UniProtKB/TrEMBL;Acc:I3JZ00]
ENSONIG00000011201	ENSONIT00000014106	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:ZFIN;Acc:ZDB-GENE-061103-541]
ENSONIG00000011202	ENSONIT00000014107	phospholipase A2, group IB (pancreas) [Source:ZFIN;Acc:ZDB-GENE-070117-1]
ENSONIG00000011202	ENSONIT00000014108	phospholipase A2, group IB (pancreas) [Source:ZFIN;Acc:ZDB-GENE-070117-1]
ENSONIG00000011203	ENSONIT00000014109	formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]
ENSONIG00000011204	ENSONIT00000014110	CD207 molecule, langerin [Source:HGNC Symbol;Acc:HGNC:17935]
ENSONIG00000011204	ENSONIT00000014111	CD207 molecule, langerin [Source:HGNC Symbol;Acc:HGNC:17935]
ENSONIG00000011205	ENSONIT00000014112	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014102}  [Source:UniProtKB/TrEMBL;Acc:I3JZ07]
ENSONIG00000011206	ENSONIT00000014113	interleukin 34 [Source:ZFIN;Acc:ZDB-GENE-050419-150]
ENSONIG00000011207	ENSONIT00000014114	cytochrome c oxidase subunit VIa polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7715]
ENSONIG00000011208	ENSONIT00000014115	lon peptidase 2, peroxisomal [Source:ZFIN;Acc:ZDB-GENE-041212-1]
ENSONIG00000011208	ENSONIT00000014116	lon peptidase 2, peroxisomal [Source:ZFIN;Acc:ZDB-GENE-041212-1]
ENSONIG00000011209	ENSONIT00000014117	procollagen, type V, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-041105-6]
ENSONIG00000011210	ENSONIT00000014118	Hermansky-Pudlak syndrome 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1068]
ENSONIG00000011211	ENSONIT00000014119	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014109}  [Source:UniProtKB/TrEMBL;Acc:I3JZ14]
ENSONIG00000011212	ENSONIT00000014120	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014110}  [Source:UniProtKB/TrEMBL;Acc:I3JZ15]
ENSONIG00000011213	ENSONIT00000014121	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014111}  [Source:UniProtKB/TrEMBL;Acc:I3JZ16]
ENSONIG00000011214	ENSONIT00000014122	malectin [Source:ZFIN;Acc:ZDB-GENE-081105-187]
ENSONIG00000011215	ENSONIT00000014123	si:dkeyp-35f12.3 [Source:ZFIN;Acc:ZDB-GENE-090313-385]
ENSONIG00000011215	ENSONIT00000014124	si:dkeyp-35f12.3 [Source:ZFIN;Acc:ZDB-GENE-090313-385]
ENSONIG00000011216	ENSONIT00000014125	calcium binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-041010-36]
ENSONIG00000011217	ENSONIT00000014126	receptor accessory protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9181]
ENSONIG00000011218	ENSONIT00000014127	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014117}  [Source:UniProtKB/TrEMBL;Acc:I3JZ22]
ENSONIG00000011219	ENSONIT00000014128	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
ENSONIG00000011220	ENSONIT00000014129	aspartate beta-hydroxylase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-061103-142]
ENSONIG00000011221	ENSONIT00000014130	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014120}  [Source:UniProtKB/TrEMBL;Acc:I3JZ25]
ENSONIG00000011222	ENSONIT00000014131	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014121}  [Source:UniProtKB/TrEMBL;Acc:I3JZ26]
ENSONIG00000011223	ENSONIT00000014132	latent transforming growth factor beta binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-091202-8]
ENSONIG00000011224	ENSONIT00000014133	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014123}  [Source:UniProtKB/TrEMBL;Acc:I3JZ28]
ENSONIG00000011225	ENSONIT00000014134	spleen tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-040702-3]
ENSONIG00000011225	ENSONIT00000014135	spleen tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-040702-3]
ENSONIG00000011226	ENSONIT00000014136	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014126}  [Source:UniProtKB/TrEMBL;Acc:I3JZ31]
ENSONIG00000011226	ENSONIT00000014137	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014126}  [Source:UniProtKB/TrEMBL;Acc:I3JZ31]
ENSONIG00000011227	ENSONIT00000014138	AU RNA binding protein/enoyl-Coenzyme A hydratase [Source:ZFIN;Acc:ZDB-GENE-040801-95]
ENSONIG00000011228	ENSONIT00000014139	receptor tyrosine kinase-like orphan receptor 2 [Source:ZFIN;Acc:ZDB-GENE-060427-5]
ENSONIG00000011228	ENSONIT00000014140	receptor tyrosine kinase-like orphan receptor 2 [Source:ZFIN;Acc:ZDB-GENE-060427-5]
ENSONIG00000011229	ENSONIT00000014141	serine palmitoyltransferase, long chain base subunit 1 [Source:ZFIN;Acc:ZDB-GENE-050522-61]
ENSONIG00000011230	ENSONIT00000014142	interleukin 1, beta [Source:ZFIN;Acc:ZDB-GENE-040702-2]
ENSONIG00000011230	ENSONIT00000014143	interleukin 1, beta [Source:ZFIN;Acc:ZDB-GENE-040702-2]
ENSONIG00000011231	ENSONIT00000014144	cyclin and CBS domain divalent metal cation transport mediator 3 [Source:HGNC Symbol;Acc:HGNC:104]
ENSONIG00000011232	ENSONIT00000014145	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014135}  [Source:UniProtKB/TrEMBL;Acc:I3JZ40]
ENSONIG00000011233	ENSONIT00000014146	chondroitin sulfate synthase 3 [Source:ZFIN;Acc:ZDB-GENE-030616-4]
ENSONIG00000011234	ENSONIT00000014147	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]
ENSONIG00000011234	ENSONIT00000014148	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]
ENSONIG00000011235	ENSONIT00000014149	multiple EGF-like-domains 10 [Source:ZFIN;Acc:ZDB-GENE-080506-1]
ENSONIG00000011236	ENSONIT00000014150	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014140}  [Source:UniProtKB/TrEMBL;Acc:I3JZ45]
ENSONIG00000011237	ENSONIT00000014151	olfactomedin 1b [Source:ZFIN;Acc:ZDB-GENE-040801-228]
ENSONIG00000011238	ENSONIT00000014152	zinc finger, FYVE domain containing 16 [Source:ZFIN;Acc:ZDB-GENE-091116-62]
ENSONIG00000011239	ENSONIT00000014153	Uncharacterized protein {ECO:0000313|Ensembl:ENSONIP00000014143}  [Source:UniProtKB/TrEMBL;Acc:I3JZ48]
ENSONIG00000011240	ENSONIT00000014154	mitochondrial ribosomal protein S2 [Source:ZFIN;Acc:ZDB-GENE-070112-992]
ENSONIG00000011241	ENSONIT00000014155	family with sequence similarity 69, member B [Source:ZFIN;Acc:ZDB-GENE-080721-1]
ENSONIG00000011242	ENSONIT00000014156	creatine kinase, mitochondrial 2a (sarcomeric) [Source:ZFIN;Acc:ZDB-GENE-030131-5717]
ENSONIG00000011243	ENSONIT00000014157	tubulin tyrosine ligase-like family, member 11 [Source:ZFIN;Acc:ZDB-GENE-061013-747]
ENSONIG00000011243	ENSONIT00000014158	tubulin tyrosine ligase-like family, member 11 [Source:ZFIN;Acc:ZDB-GENE-061013-747]
ENSONIG00000011244	ENSONIT00000014159	NAD kinase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040801-202]
ENSONIG00000011245	ENSONIT00000014160	DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]
ENSONIG00000011245	ENSONIT00000014161	DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]
ENSONIG00000011246	ENSONIT00000014162	amine oxidase, copper containing 1 [Source:ZFIN;Acc:ZDB-GENE-061103-112]
ENSONIG00000011247	ENSONIT00000014163	Ras protein-specific guanine nucleotide-releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]
